1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000001,1000.000019,1000.000585
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000006,1000.000328,1000.014332,1000.523548,1014.622733,1173.745767
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000003,1000.00025,1000.017781,1000.994949,1036.110224,1292.364746,1560.358443,1812.412755,2063.130671
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000009,1000.001168,1000.121192,1008.702873,1197.755614,1509.714516,1791.789589,2071.308311,2351.998678,2632.220575,3371.075044
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000003,1000.000727,1000.122639,1013.008665,1267.233523,1596.94626,1905.974545,2214.951189,2517.270083,2773.939028,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000059,1000.018766,1003.733346,1195.959203,1566.351577,1904.617507,2242.467276,2582.683729,3165.239899,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000001,1000.000377,1000.165304,1035.665033,1415.272377,1787.856637,2153.879396,2514.435735,3149.382911,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000001,1000.000856,1000.547579,1115.333371,1554.058866,1950.003872,2345.111305,2473.768798,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000716,1000.727262,1169.324541,1630.868709,2054.478382,2471.391762,2712.765235,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000.000219,1000.393237,1156.911086,1648.998337,2101.197665,2554.433226,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000,1000.000024,1000.083532,1085.088837,1608.92555,2090.084275,2564.608815,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000.000001,1000.006491,1017.891276,1509.645675,2021.286725,2530.274242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000,1000.000168,1001.202021,1344.981629,1895.116322,2426.166171,1396.41461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000.000001,1000.025132,1099.980871,1711.489044,2277.932413,2744.052538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000.000151,1002.707814,1466.203955,2065.519994,2470.664481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000,1000.014089,1126.204779,1796.26493,2419.309783,1542.499439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000.000017,1001.004263,1465.178215,2124.315697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,1000.001071,1025.646709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
